agent_id,from_epoch,to_epoch,from_score,to_score,score_delta,games,wins,losses,ties,net_wins,opponent_score_mean,internal,outcome_complete,next_games,next_wins,next_losses,next_ties,next_net_wins,next_opponent_score_mean,next_outcome_complete
6565634,3,4,26.521633876146247,24.873593449254138,-1.6480404268921092,1,1,0,0,1,24.10397754397735,True,True,1,1,0,0,1,24.31004414623405,True
6565634,4,5,24.873593449254138,26.521633876146247,1.6480404268921092,1,1,0,0,1,24.31004414623405,True,True,3,1,2,0,-1,23.957948847191116,True
6565634,5,6,26.521633876146247,24.873593449254138,-1.6480404268921092,3,1,2,0,-1,23.957948847191116,True,True,1,0,1,0,-1,24.329388085975793,True
6565634,6,7,24.873593449254138,26.521633876146247,1.6480404268921092,1,0,1,0,-1,24.329388085975793,True,True,1,0,1,0,-1,24.10397754397735,True
6565634,7,8,26.521633876146247,24.873593449254138,-1.6480404268921092,1,0,1,0,-1,24.10397754397735,True,True,1,0,1,0,-1,24.329388085975793,True
6565634,8,9,24.873593449254138,26.521633876146247,1.6480404268921092,1,0,1,0,-1,24.329388085975793,True,True,5,4,1,0,3,23.34815320728055,True
6565634,9,10,26.521633876146247,24.873593449254138,-1.6480404268921092,5,4,1,0,3,23.34815320728055,True,True,1,1,0,0,1,25.0011932080003,True
6565634,10,11,24.873593449254138,26.521633876146247,1.6480404268921092,1,1,0,0,1,25.0011932080003,True,True,1,1,0,0,1,22.902166103919974,True
6565634,11,12,26.521633876146247,24.873593449254138,-1.6480404268921092,1,1,0,0,1,22.902166103919974,True,True,1,0,1,0,-1,25.25995099430884,True
6565634,12,13,24.873593449254138,26.521633876146247,1.6480404268921092,1,0,1,0,-1,25.25995099430884,True,True,1,1,0,0,1,23.548202754048443,True
6565634,13,14,26.521633876146247,24.873593449254138,-1.6480404268921092,1,1,0,0,1,23.548202754048443,True,True,2,0,2,0,-2,25.131089978214156,True
6565634,14,15,24.873593449254138,26.521633876146247,1.6480404268921092,2,0,2,0,-2,25.131089978214156,True,True,1,1,0,0,1,24.221666243547556,True
6565634,15,16,26.521633876146247,24.873593449254138,-1.6480404268921092,1,1,0,0,1,24.221666243547556,True,True,2,0,2,0,-2,25.17384920736659,True
6565634,16,17,24.873593449254138,26.521633876146247,1.6480404268921092,2,0,2,0,-2,25.17384920736659,True,True,1,1,0,0,1,24.221666243547556,True
6565634,17,18,26.521633876146247,24.873593449254138,-1.6480404268921092,1,1,0,0,1,24.221666243547556,True,True,2,1,1,0,0,25.0011932080003,True
6565634,18,19,24.873593449254138,26.521633876146247,1.6480404268921092,2,1,1,0,0,25.0011932080003,True,True,1,1,0,0,1,24.221666243547556,True
6565634,19,20,26.521633876146247,24.873593449254138,-1.6480404268921092,1,1,0,0,1,24.221666243547556,True,True,3,2,1,0,1,25.04440636239104,True
6565634,20,21,24.873593449254138,26.521633876146247,1.6480404268921092,3,2,1,0,1,25.04440636239104,True,True,1,0,1,0,-1,23.757336704336957,True
6565634,21,22,26.521633876146247,24.873593449254138,-1.6480404268921092,1,0,1,0,-1,23.757336704336957,True,True,1,0,1,0,-1,25.447200059218257,True
6565634,22,23,24.873593449254138,26.521633876146247,1.6480404268921092,1,0,1,0,-1,25.447200059218257,True,True,1,0,1,0,-1,23.61968681949054,True
6565634,23,24,26.521633876146247,24.873593449254138,-1.6480404268921092,1,0,1,0,-1,23.61968681949054,True,True,1,0,1,0,-1,25.25995099430884,True
6565634,24,25,24.873593449254138,26.521633876146247,1.6480404268921092,1,0,1,0,-1,25.25995099430884,True,True,1,1,0,0,1,24.221666243547556,True
6565634,25,26,26.521633876146247,24.873593449254138,-1.6480404268921092,1,1,0,0,1,24.221666243547556,True,True,1,0,1,0,-1,25.563223946630227,True
6565634,26,27,24.873593449254138,26.521633876146247,1.6480404268921092,1,0,1,0,-1,25.563223946630227,True,True,1,1,0,0,1,24.10397754397735,True
6565634,27,28,26.521633876146247,24.873593449254138,-1.6480404268921092,1,1,0,0,1,24.10397754397735,True,True,10,7,3,0,4,24.612347597199697,True
6565634,28,29,24.873593449254138,26.521633876146247,1.6480404268921092,10,7,3,0,4,24.612347597199697,True,True,1,1,0,0,1,24.21856202738273,False
6568138,0,1,26.911805447017525,26.90560423276029,-0.006201214257234966,160,96,64,0,32,25.528280169796336,False,False,1,1,0,0,1,14.340609514210614,False
