game_id,kind,path,bytes,sha256,cuts
893511273,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511273.json,262862,c9de8187d75b8de8fdcf7488b130d04f4cc1932c2ef4fa95c50f96a5adca3ec7,"anchor_matching,current"
893511273,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511273.jsonl,35704,87d03bf86d1b532e1cb1b92a99a5717a0edc2cd8dbe8f5d93966c2751b3f05a0,"anchor_matching,current"
893511282,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511282.json,273783,6eb0e3a6566ad5a2ff0111c855f56f0d4156ed01567b8f71226638c922418db8,"anchor_matching,current"
893511282,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511282.jsonl,35294,52d3e1658378a21c8cd81ae8cc0f83ea5786ef4be167fbf73f1b3a8d9f403515,"anchor_matching,current"
893511341,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511341.json,251365,fed52580c10c387f2862bd066497718770a3efccc53a08bf461c7995f45152a4,"anchor_matching,current"
893511341,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511341.jsonl,37819,d14837fd9d36e1dce1a961b748b0fd4469e884f1d62ea2e360f7f9d4f9029028,"anchor_matching,current"
893511390,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511390.json,312439,d7f446730ee7459cbef1347656eb2f195a01c072ffe5cd7848a9b7991e77cc26,"anchor_matching,current"
893511390,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511390.jsonl,37908,1915c34ad8a0b90f7bc3ede386e6a9ef6f2def123659c534b0062b8db7b85bcb,"anchor_matching,current"
893511471,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511471.json,228695,751b2346706d136b43f6f232c54936250b1c57a8942f9b3f21484952d6b8cd48,"anchor_matching,current"
893511471,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511471.jsonl,30225,98c08bd15fdb713361fb45ba0394114279da381fc91c7b89cedb8b3fb7b4623d,"anchor_matching,current"
893511473,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511473.json,278837,32a5d0d080540fb7367d80108a4361bb1aa2ed8a27ff02a05df91203cdfa3b89,"anchor_matching,current"
893511473,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511473.jsonl,36899,44b721d604aca00dc73ed2f576618fb9a5596691bcd6069aa0506a0c04525998,"anchor_matching,current"
893511504,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511504.json,286083,442e75aeaaabfeb579b23f94ab67797feccd60ded2aead661dfbe28d4f620313,"anchor_matching,current"
893511504,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511504.jsonl,36237,af2c00e8bb7fb4f7176b7219dcc14b678f0d9fb5abb33e9bf7ace1de7cbe7196,"anchor_matching,current"
893511544,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511544.json,203927,dd5fdccf74661f0d2fa33fa18d6b807597adad0c286967c94ca19f29b1098f69,"anchor_matching,current"
893511544,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511544.jsonl,29156,3b5f77bedb4ec8cee01b117d4611f14e66612954b8c4a168d6a75c3d1200f27e,"anchor_matching,current"
893511583,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511583.json,276693,f9dcb42f96bdbecb55d7446075c6f826b89e2bffd6e785c42e7217dc1d2f0540,"anchor_matching,current"
893511583,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511583.jsonl,35677,dd8a0e1f183e8a62822e3d833871f4f99847cd78eaa7135470d6373cbd645e2a,"anchor_matching,current"
893511663,raw,/home/tarstars/prj/troll_farm/data/raw/games/893511663.json,267119,68a70f03f755ee9956458b7a7f6ee8975853e318ae58fc61a664da2e6b081db3,"anchor_matching,current"
893511663,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893511663.jsonl,39323,bb0f1b66320b515ebd806ed2c5378fd8f6e19b6e86bb7cfeea9059c3d98e28d9,"anchor_matching,current"
893586127,raw,/home/tarstars/prj/troll_farm/data/raw/games/893586127.json,262759,10f2e25941dbbb5c17ee5e3966b7c471bb47082d6425987f03d8dc7ee6df2552,"anchor_matching,current"
893586127,trajectory,/home/tarstars/prj/troll_farm/data/processed/trajectories/893586127.jsonl,40862,93ac8ab143167b289d4683e36c2cfea9f25bac9f78f9f1d4a7df1a712f9416d4,"anchor_matching,current"
